n   | Best Alpha     | S1 (Mass)      | S2 (Hits)      | Ratio S2/S1    | S2 < S1?
40  | 0.630          | 156871209.8016 | 150880755.1695 | 0.9618         | True
41  | 0.490          | 19224464.3332  | 18254119.4713  | 0.9495         | True
42  | 0.570          | 128823999.4434 | 127821282.4411 | 0.9922         | True
43  | 0.590          | 169479113.9235 | 168839338.5536 | 0.9962         | True
44  | 0.750          | 1471533382.6432 | 662796762.7276 | 0.4504         | True
45  | 0.650          | 466114185.1184 | 440577915.0310 | 0.9452         | True
46  | 0.560          | 93002566.4754  | 82991144.8175  | 0.8924         | True
47  | 0.120          | 6357.7557      | 8379.9246      | 1.3181         | False
48  | 0.550          | 177128524.8057 | 87156915.6070  | 0.4921         | True
49  | 0.580          | 329881643.6579 | 347255544.7069 | 1.0527         | False
50  | 0.610          | 207861288.7764 | 253425943.9737 | 1.2192         | False
51  | 0.490          | 49289497.6957  | 54843141.4753  | 1.1127         | False
52  | 0.640          | 575693534.1419 | 539561057.7141 | 0.9372         | True
53  | 0.480          | 37414264.2478  | 37579100.5901  | 1.0044         | False
54  | 0.360          | 7272924.2366   | 9008079.7253   | 1.2386         | False
55  | 0.520          | 98189314.5258  | 89717843.0037  | 0.9137         | True
56  | 0.540          | 282152100.8281 | 334661552.3475 | 1.1861         | False
57  | 0.570          | 531672253.5200 | 314593206.1135 | 0.5917         | True
58  | 0.640          | 1168627387.3090 | 1421880542.8214 | 1.2167         | False
59  | 0.610          | 535181745.5827 | 602238577.6361 | 1.1253         | False
60  | 0.490          | 122198793.0497 | 89644217.5036  | 0.7336         | True
61  | 0.480          | 71500245.6398  | 65145999.6425  | 0.9111         | True
62  | 0.490          | 100257105.6007 | 135483058.1444 | 1.3514         | False
63  | 0.620          | 818153940.0272 | 942234164.6651 | 1.1517         | False
64  | 0.540          | 228101437.7780 | 232523907.3198 | 1.0194         | False
65  | 0.510          | 140892376.1432 | 128681252.3834 | 0.9133         | True
66  | 0.500          | 222978441.6215 | 285280877.9305 | 1.2794         | False
67  | 0.610          | 1100521400.9136 | 931084248.8230 | 0.8460         | True
68  | 0.710          | 3141881545.7918 | 1955597835.5469 | 0.6224         | True
69  | 0.510          | 183609350.3776 | 200619328.4776 | 1.0926         | False
70  | 0.150          | 37589.5966     | 55197.7725     | 1.4684         | False
71  | 0.360          | 8020851.6208   | 9378636.4871   | 1.1693         | False
72  | 0.520          | 189860211.8369 | 238758201.0303 | 1.2575         | False
73  | 0.390          | 19585084.9415  | 24790541.2596  | 1.2658         | False
74  | 0.600          | 1543316141.7859 | 1354991269.2084 | 0.8780         | True
75  | 0.900          | 94748594856.7947 | 30029722677.9296 | 0.3169         | True
76  | 0.480          | 120552444.1908 | 123571341.1197 | 1.0250         | False
77  | 0.330          | 6519310.4627   | 9120529.9809   | 1.3990         | False
78  | 0.130          | 24124.3085     | 37810.8844     | 1.5673         | False
79  | 0.360          | 11917054.7280  | 14572920.3151  | 1.2229         | False
80  | 0.370          | 20484595.6265  | 22013043.2327  | 1.0746         | False
81  | 0.520          | 519277148.4663 | 357819623.1314 | 0.6891         | True
82  | 0.710          | 21432627716.5111 | 22384057131.5213 | 1.0444         | False
83  | 0.690          | 5749182763.7093 | 4021952687.3724 | 0.6996         | True
84  | 0.410          | 43354695.2744  | 60313942.4745  | 1.3912         | False
85  | 0.150          | 52559.0045     | 85193.7005     | 1.6209         | False
86  | 0.620          | 4529410829.5478 | 2263122963.9761 | 0.4997         | True
87  | 0.450          | 122276341.0431 | 136427888.8416 | 1.1157         | False
88  | 0.710          | 11415176244.8192 | 10271319117.9350 | 0.8998         | True
89  | 0.360          | 30082214.4795  | 39148685.0664  | 1.3014         | False
90  | 0.440          | 106970284.3799 | 136576368.6217 | 1.2768         | False
91  | 0.510          | 337835578.0504 | 370786688.2396 | 1.0975         | False
92  | 0.340          | 16643775.1165  | 18249380.7546  | 1.0965         | False
93  | 0.550          | 780532828.7844 | 822203950.6779 | 1.0534         | False
94  | 0.410          | 63653992.5860  | 66647446.2906  | 1.0470         | False
95  | 0.450          | 218107603.3572 | 211232093.9233 | 0.9685         | True
96  | 0.340          | 16382221.5899  | 18576145.3166  | 1.1339         | False
97  | 0.510          | 392390264.2194 | 384709893.5649 | 0.9804         | True
98  | 0.590          | 2881277434.6038 | 3483555412.4358 | 1.2090         | False
99  | 0.470          | 306304039.3132 | 328187826.4717 | 1.0714         | False
100 | 0.130          | 45684.6983     | 67059.6996     | 1.4679         | False
101 | 0.490          | 706033682.7148 | 898125056.4002 | 1.2721         | False
102 | 0.450          | 279798030.9561 | 334053636.6933 | 1.1939         | False
