n   | Best Alpha     | S1 (Mass)      | S2 (Hits)      | Ratio S2/S1    | S2 < S1?
58  | 0.390          | 32968.8752     | 43517.7886     | 1.3200         | False
59  | 0.440          | 52218.2008     | 73304.7053     | 1.4038         | False
60  | 0.430          | 53223.4935     | 53399.8592     | 1.0033         | False
61  | 0.400          | 36152.2851     | 41330.1776     | 1.1432         | False
62  | 0.380          | 33226.8026     | 50609.4327     | 1.5232         | False
63  | 0.430          | 52850.9392     | 70877.2790     | 1.3411         | False
64  | 0.450          | 67060.6396     | 79367.9568     | 1.1835         | False
65  | 0.410          | 45838.5647     | 59416.8581     | 1.2962         | False
66  | 0.380          | 39898.8297     | 56214.1015     | 1.4089         | False
67  | 0.460          | 84691.8825     | 96381.9269     | 1.1380         | False
68  | 0.480          | 91021.1283     | 106704.7376    | 1.1723         | False
69  | 0.420          | 59446.2342     | 73068.1820     | 1.2291         | False
70  | 0.310          | 18567.0499     | 27360.1409     | 1.4736         | False
71  | 0.350          | 28446.2016     | 36382.3174     | 1.2790         | False
72  | 0.370          | 35861.4909     | 54781.3193     | 1.5276         | False
73  | 0.360          | 34551.5658     | 47617.0336     | 1.3781         | False
74  | 0.490          | 140068.6746    | 163590.1296    | 1.1679         | False
75  | 0.540          | 246825.5356    | 234774.0378    | 0.9512         | True
76  | 0.380          | 44180.6002     | 55846.5894     | 1.2641         | False
77  | 0.300          | 18821.1544     | 28556.9340     | 1.5173         | False
78  | 0.290          | 17499.8734     | 27352.2416     | 1.5630         | False
79  | 0.320          | 25981.3264     | 35962.7411     | 1.3842         | False
80  | 0.320          | 25982.1643     | 36372.9976     | 1.3999         | False
81  | 0.390          | 66022.0524     | 81218.2758     | 1.2302         | False
82  | 0.440          | 132611.5104    | 176867.8224    | 1.3337         | False
83  | 0.430          | 89617.3808     | 126266.0241    | 1.4089         | False
84  | 0.310          | 24772.5429     | 38356.3513     | 1.5483         | False
85  | 0.290          | 19673.3965     | 32008.1885     | 1.6270         | False
86  | 0.480          | 200188.6432    | 199740.3728    | 0.9978         | True
87  | 0.350          | 41524.0807     | 58370.1152     | 1.4057         | False
88  | 0.470          | 183461.4424    | 212306.9624    | 1.1572         | False
89  | 0.320          | 33649.0906     | 48406.2934     | 1.4386         | False
90  | 0.320          | 31414.0190     | 49598.3584     | 1.5789         | False
91  | 0.370          | 57510.5436     | 76848.9123     | 1.3363         | False
92  | 0.340          | 43541.2687     | 55804.6571     | 1.2816         | False
93  | 0.400          | 90911.9626     | 119516.0314    | 1.3146         | False
94  | 0.350          | 48262.7037     | 65767.7732     | 1.3627         | False
95  | 0.400          | 97867.5652     | 123059.4334    | 1.2574         | False
96  | 0.360          | 60211.9768     | 78652.0489     | 1.3063         | False
97  | 0.380          | 68459.3262     | 94356.0805     | 1.3783         | False
98  | 0.400          | 105140.1461    | 149684.2495    | 1.4237         | False
99  | 0.340          | 52848.6424     | 72293.5798     | 1.3679         | False
100 | 0.310          | 38166.3053     | 55886.5713     | 1.4643         | False
101 | 0.390          | 101554.9792    | 144242.9173    | 1.4203         | False
102 | 0.330          | 49717.5983     | 78431.7196     | 1.5775         | False
