n   | Best Alpha     | S1 (Mass)      | S2 (Hits)      | Ratio S2/S1    | S2 < S1?
36  | 0.550          | 159829.9383    | 181468.5705    | 1.1354         | False
37  | 0.440          | 47775.1375     | 55239.9241     | 1.1562         | False
38  | 0.290          | 11826.3872     | 15062.6041     | 1.2736         | False
39  | 0.540          | 195477.3965    | 186355.9275    | 0.9533         | True
40  | 0.540          | 194835.7486    | 202067.1466    | 1.0371         | False
41  | 0.420          | 56943.1530     | 64671.1156     | 1.1357         | False
42  | 0.460          | 119493.8734    | 139272.2968    | 1.1655         | False
43  | 0.480          | 147172.2630    | 160797.9651    | 1.0926         | False
44  | 0.550          | 280389.6954    | 237399.9960    | 0.8467         | True
45  | 0.520          | 240394.1619    | 271742.9074    | 1.1304         | False
46  | 0.530          | 219298.4584    | 223980.0840    | 1.0213         | False
47  | 0.280          | 15239.0000     | 19458.8991     | 1.2769         | False
48  | 0.500          | 255867.7455    | 203458.7811    | 0.7952         | True
49  | 0.470          | 188324.5486    | 210913.3254    | 1.1199         | False
50  | 0.470          | 157735.9745    | 214774.0627    | 1.3616         | False
51  | 0.390          | 68287.9252     | 84226.2271     | 1.2334         | False
52  | 0.470          | 181671.2970    | 208582.8338    | 1.1481         | False
53  | 0.490          | 223311.4077    | 238651.9634    | 1.0687         | False
54  | 0.360          | 63554.5642     | 80588.3439     | 1.2680         | False
55  | 0.410          | 98782.9178     | 125818.0253    | 1.2737         | False
56  | 0.400          | 122188.6575    | 156705.5146    | 1.2825         | False
57  | 0.490          | 340874.0896    | 288578.3574    | 0.8466         | True
58  | 0.410          | 135662.9801    | 176041.8392    | 1.2976         | False
59  | 0.480          | 276616.6089    | 369861.8671    | 1.3371         | False
60  | 0.450          | 234530.0491    | 214705.2356    | 0.9155         | True
61  | 0.410          | 129145.5352    | 138469.9024    | 1.0722         | False
62  | 0.410          | 149079.3769    | 220122.6309    | 1.4765         | False
63  | 0.460          | 254183.6042    | 327703.2032    | 1.2892         | False
64  | 0.470          | 292779.4820    | 330236.9457    | 1.1279         | False
65  | 0.440          | 211196.3041    | 254914.8758    | 1.2070         | False
66  | 0.400          | 169778.6535    | 232704.4217    | 1.3706         | False
67  | 0.500          | 488664.8236    | 512308.1944    | 1.0484         | False
68  | 0.530          | 570392.4575    | 594074.5770    | 1.0415         | False
69  | 0.440          | 254906.7298    | 300461.6081    | 1.1787         | False
70  | 0.290          | 37517.8565     | 54791.8002     | 1.4604         | False
71  | 0.350          | 80622.4864     | 100026.4389    | 1.2407         | False
72  | 0.410          | 177981.7455    | 261595.8118    | 1.4698         | False
73  | 0.370          | 117365.3919    | 157112.4430    | 1.3387         | False
74  | 0.530          | 877108.8966    | 932833.6870    | 1.0635         | False
75  | 0.610          | 2234539.4490   | 1769048.3037   | 0.7917         | True
76  | 0.400          | 176300.7057    | 211748.6905    | 1.2011         | False
77  | 0.310          | 57381.7845     | 84749.6576     | 1.4769         | False
78  | 0.270          | 34216.5798     | 53153.8065     | 1.5535         | False
79  | 0.320          | 71461.2368     | 95551.0749     | 1.3371         | False
80  | 0.330          | 84705.7457     | 112042.8646    | 1.3227         | False
81  | 0.420          | 329660.0910    | 366995.5852    | 1.1133         | False
82  | 0.490          | 997571.1936    | 1243122.5331   | 1.2461         | False
83  | 0.490          | 628181.1234    | 803188.3034    | 1.2786         | False
84  | 0.330          | 89737.4740     | 135991.8530    | 1.5154         | False
85  | 0.280          | 44188.9838     | 71523.7801     | 1.6186         | False
86  | 0.510          | 1201762.0672   | 1015147.8569   | 0.8447         | True
87  | 0.380          | 187391.7085    | 249848.8613    | 1.3333         | False
88  | 0.510          | 1156673.6694   | 1254465.2987   | 1.0845         | False
89  | 0.320          | 100075.3550    | 139610.3150    | 1.3951         | False
90  | 0.350          | 135261.4609    | 206098.6506    | 1.5237         | False
91  | 0.400          | 264978.4800    | 337854.2957    | 1.2750         | False
92  | 0.350          | 152434.4547    | 185109.7500    | 1.2144         | False
93  | 0.430          | 445993.4409    | 557723.4737    | 1.2505         | False
94  | 0.370          | 192615.6773    | 247748.9440    | 1.2862         | False
95  | 0.420          | 449052.5915    | 523626.8887    | 1.1661         | False
96  | 0.360          | 190852.5742    | 237135.7423    | 1.2425         | False
97  | 0.410          | 320783.9154    | 412010.3083    | 1.2844         | False
98  | 0.430          | 550589.3518    | 756203.4638    | 1.3734         | False
99  | 0.370          | 249157.0902    | 323751.9012    | 1.2994         | False
100 | 0.290          | 84031.4044     | 121948.4002    | 1.4512         | False
101 | 0.410          | 474990.4252    | 648830.0233    | 1.3660         | False
102 | 0.360          | 236028.1139    | 352132.6286    | 1.4919         | False
