n,dim,rank,mu_min,basis_index,weight_magnitude
5,46,46,0.0572702852,(1; 8),0.172267
5,46,46,0.0572702852,(2; 8),0.162903
5,46,46,0.0572702852,(0; 2),-0.153919
5,46,46,0.0572702852,(0; 6),-0.150668
5,46,46,0.0572702852,(1; 6),-0.141129
5,46,46,0.0572702852,(0; 3),-0.134331
5,46,46,0.0572702852,(3; 7),0.132261
5,46,46,0.0572702852,(1; 7),-0.126776
5,46,46,0.0572702852,(2; 4),-0.113035
5,46,46,0.0572702852,(3;),-0.109183
5,46,46,0.0572702852,(4;),-0.106584
5,46,46,0.0572702852,(6; 8),-0.102985
5,46,46,0.0572702852,(1; 4),-0.098960
5,46,46,0.0572702852,(2;),-0.095058
5,46,46,0.0572702852,(2; 3),-0.091345
5,46,46,0.0572702852,(5; 8),-0.089531
5,46,46,0.0572702852,(3; 5),0.078221
5,46,46,0.0572702852,(0; 8),0.075510
5,46,46,0.0572702852,(8;),0.075256
5,46,46,0.0572702852,(1; 2),0.066097
5,46,46,0.0572702852,(0; 4),-0.060111
5,46,46,0.0572702852,(0; 5),0.047877
5,46,46,0.0572702852,(5;),0.047627
5,46,46,0.0572702852,(4; 5),-0.045532
5,46,46,0.0572702852,(1; 3),-0.044794
5,46,46,0.0572702852,(2; 7),-0.040407
5,46,46,0.0572702852,(4; 6),-0.039990
5,46,46,0.0572702852,(6; 7),-0.039882
5,46,46,0.0572702852,(7;),-0.037032
5,46,46,0.0572702852,(0;),-0.035203
5,46,46,0.0572702852,(5; 7),0.033996
5,46,46,0.0572702852,(4; 8),0.029694
5,46,46,0.0572702852,(2; 6),-0.028341
5,46,46,0.0572702852,(2; 5),0.028295
5,46,46,0.0572702852,(),-0.027582
5,46,46,0.0572702852,(3; 4),-0.027207
5,46,46,0.0572702852,(1; 5),-0.023494
5,46,46,0.0572702852,(7; 8),0.022024
5,46,46,0.0572702852,(4; 7),-0.019876
5,46,46,0.0572702852,(6;),-0.019449
5,46,46,0.0572702852,(0; 1),-0.012895
5,46,46,0.0572702852,(5; 6),-0.011515
5,46,46,0.0572702852,(0; 7),0.011247
5,46,46,0.0572702852,(3; 8),-0.009545
5,46,46,0.0572702852,(3; 6),0.006274
5,46,46,0.0572702852,(1;),-0.004912
6,56,56,0.0086808137,(1; 2),-0.249463
6,56,56,0.0086808137,(0; 7),-0.214541
6,56,56,0.0086808137,(6; 8),-0.164288
6,56,56,0.0086808137,(2; 3),0.133186
6,56,56,0.0086808137,(6; 7),-0.123656
6,56,56,0.0086808137,(1; 5),0.109668
6,56,56,0.0086808137,(4; 5),0.099648
6,56,56,0.0086808137,(3; 9),-0.096259
6,56,56,0.0086808137,(3; 8),0.089425
6,56,56,0.0086808137,(3;),0.085673
6,56,56,0.0086808137,(2;),0.084870
6,56,56,0.0086808137,(3; 6),-0.081276
6,56,56,0.0086808137,(5;),-0.077586
6,56,56,0.0086808137,(5; 9),-0.077442
6,56,56,0.0086808137,(1; 4),0.074367
6,56,56,0.0086808137,(1; 7),0.073847
6,56,56,0.0086808137,(0; 4),0.071034
6,56,56,0.0086808137,(0; 8),0.070988
6,56,56,0.0086808137,(0; 5),0.066769
6,56,56,0.0086808137,(8; 9),-0.063858
6,56,56,0.0086808137,(1; 9),-0.061076
6,56,56,0.0086808137,(0; 3),0.058395
6,56,56,0.0086808137,(2; 6),-0.057581
6,56,56,0.0086808137,(7; 9),-0.053950
6,56,56,0.0086808137,(3; 5),0.051875
6,56,56,0.0086808137,(5; 7),-0.049463
6,56,56,0.0086808137,(2; 8),-0.048573
6,56,56,0.0086808137,(8;),0.048459
6,56,56,0.0086808137,(1; 8),0.047755
6,56,56,0.0086808137,(4; 9),0.041715
6,56,56,0.0086808137,(6;),-0.040932
6,56,56,0.0086808137,(0; 6),0.039970
6,56,56,0.0086808137,(3; 7),0.039026
6,56,56,0.0086808137,(3; 4),0.038890
6,56,56,0.0086808137,(0; 9),-0.037325
6,56,56,0.0086808137,(7;),0.032271
6,56,56,0.0086808137,(0; 2),0.029996
6,56,56,0.0086808137,(4; 8),-0.028311
6,56,56,0.0086808137,(),0.024986
6,56,56,0.0086808137,(2; 5),-0.024013
6,56,56,0.0086808137,(9;),-0.022338
6,56,56,0.0086808137,(4;),0.021053
6,56,56,0.0086808137,(2; 9),-0.020990
6,56,56,0.0086808137,(2; 7),-0.020375
6,56,56,0.0086808137,(2; 4),-0.017788
6,56,56,0.0086808137,(0;),0.014154
6,56,56,0.0086808137,(4; 6),0.013338
6,56,56,0.0086808137,(1; 6),-0.011868
6,56,56,0.0086808137,(1; 3),0.010329
6,56,56,0.0086808137,(5; 8),0.008967
6,56,56,0.0086808137,(4; 7),0.006701
6,56,56,0.0086808137,(0; 1),-0.004762
6,56,56,0.0086808137,(5; 6),0.002682
6,56,56,0.0086808137,(6; 9),-0.002477
6,56,56,0.0086808137,(7; 8),0.002431
6,56,56,0.0086808137,(1;),-0.000432
7,79,79,-0.0000000000,(5; 10),0.400928
7,79,79,-0.0000000000,(5; 11),-0.285915
7,79,79,-0.0000000000,(6; 8),0.285896
7,79,79,-0.0000000000,(4;),0.275440
7,79,79,-0.0000000000,(8; 9),0.253753
7,79,79,-0.0000000000,(7; 10),-0.218573
7,79,79,-0.0000000000,(4; 5),-0.198068
7,79,79,-0.0000000000,(1; 2),0.187824
7,79,79,-0.0000000000,(8; 11),-0.182660
7,79,79,-0.0000000000,(3;),-0.175756
7,79,79,-0.0000000000,(10; 11),0.174577
7,79,79,-0.0000000000,(10;),-0.171929
7,79,79,-0.0000000000,(0; 1),-0.158670
7,79,79,-0.0000000000,(0; 11),-0.156950
7,79,79,-0.0000000000,(9; 11),0.152548
7,79,79,-0.0000000000,(4; 11),-0.147724
7,79,79,-0.0000000000,(0; 6),0.144711
7,79,79,-0.0000000000,(7; 11),-0.143856
7,79,79,-0.0000000000,(0; 2),0.131717
7,79,79,-0.0000000000,(6;),-0.127291
7,79,79,-0.0000000000,(3; 7),0.125655
7,79,79,-0.0000000000,(5; 9),0.118571
7,79,79,-0.0000000000,(2; 8),-0.111831
7,79,79,-0.0000000000,(11;),0.111808
7,79,79,-0.0000000000,(3; 11),0.103479
7,79,79,-0.0000000000,(1; 5),0.088853
7,79,79,-0.0000000000,(6; 7),0.088110
7,79,79,-0.0000000000,(9;),-0.083993
7,79,79,-0.0000000000,(2; 10),0.079463
7,79,79,-0.0000000000,(2; 7),0.078092
7,79,79,-0.0000000000,(2; 4),-0.078049
7,79,79,-0.0000000000,(),-0.077880
7,79,79,-0.0000000000,(2; 11),-0.073995
7,79,79,-0.0000000000,(1; 6),-0.073265
7,79,79,-0.0000000000,(2; 5),-0.070775
7,79,79,-0.0000000000,(7;),0.068998
7,79,79,-0.0000000000,(0; 4),-0.067505
7,79,79,-0.0000000000,(5; 6),0.062805
7,79,79,-0.0000000000,(5;),0.061331
7,79,79,-0.0000000000,(0; 3),0.057624
7,79,79,-0.0000000000,(0; 8),0.055435
7,79,79,-0.0000000000,(1; 8),-0.053490
7,79,79,-0.0000000000,(0; 10),-0.053059
7,79,79,-0.0000000000,(1; 4),0.047290
7,79,79,-0.0000000000,(2;),-0.045894
7,79,79,-0.0000000000,(4; 10),0.042323
7,79,79,-0.0000000000,(4; 7),-0.041649
7,79,79,-0.0000000000,(4; 8),0.039143
7,79,79,-0.0000000000,(0; 5),-0.039042
7,79,79,-0.0000000000,(3; 6),-0.037224
7,79,79,-0.0000000000,(5; 7),-0.036692
7,79,79,-0.0000000000,(7; 9),-0.035051
7,79,79,-0.0000000000,(1;),-0.034003
7,79,79,-0.0000000000,(1; 9),0.033902
7,79,79,-0.0000000000,(4; 9),-0.030366
7,79,79,-0.0000000000,(4; 6),-0.029499
7,79,79,-0.0000000000,(8; 10),0.029280
7,79,79,-0.0000000000,(6; 9),0.028847
7,79,79,-0.0000000000,(3; 9),0.024356
7,79,79,-0.0000000000,(2; 9),0.023772
7,79,79,-0.0000000000,(9; 10),0.021882
7,79,79,-0.0000000000,(7; 8),0.019970
7,79,79,-0.0000000000,(3; 10),0.019163
7,79,79,-0.0000000000,(5; 8),0.018627
7,79,79,-0.0000000000,(1; 7),-0.017966
7,79,79,-0.0000000000,(0; 9),0.014990
7,79,79,-0.0000000000,(6; 10),0.013631
7,79,79,-0.0000000000,(3; 5),0.013608
7,79,79,-0.0000000000,(3; 4),-0.012611
7,79,79,-0.0000000000,(2; 6),-0.010472
7,79,79,-0.0000000000,(1; 11),0.008327
7,79,79,-0.0000000000,(0; 7),-0.007016
7,79,79,-0.0000000000,(2; 3),-0.006450
7,79,79,-0.0000000000,(3; 8),-0.006255
7,79,79,-0.0000000000,(1; 3),-0.005735
7,79,79,-0.0000000000,(1; 10),0.003600
7,79,79,-0.0000000000,(0;),0.003405
7,79,79,-0.0000000000,(8;),-0.002027
7,79,79,-0.0000000000,(6; 11),-0.000662
8,92,92,-0.0000000000,(7; 11),0.897321
8,92,92,-0.0000000000,(8; 11),0.794965
8,92,92,-0.0000000000,(8; 10),0.675847
8,92,92,-0.0000000000,(7; 10),0.605000
8,92,92,-0.0000000000,(4; 10),0.538916
8,92,92,-0.0000000000,(6; 11),0.460551
8,92,92,-0.0000000000,(11; 12),0.450208
8,92,92,-0.0000000000,(7; 8),-0.409889
8,92,92,-0.0000000000,(5; 8),-0.388070
8,92,92,-0.0000000000,(4; 9),0.384483
8,92,92,-0.0000000000,(7; 12),0.384032
8,92,92,-0.0000000000,(10; 12),0.375061
8,92,92,-0.0000000000,(4; 11),0.314169
8,92,92,-0.0000000000,(0; 1),-0.305131
8,92,92,-0.0000000000,(5; 7),0.268827
8,92,92,-0.0000000000,(9; 10),-0.263742
8,92,92,-0.0000000000,(3; 11),0.236447
8,92,92,-0.0000000000,(6; 7),-0.233724
8,92,92,-0.0000000000,(12;),0.211153
8,92,92,-0.0000000000,(8;),0.204849
8,92,92,-0.0000000000,(0; 5),-0.202255
8,92,92,-0.0000000000,(8; 12),0.197206
8,92,92,-0.0000000000,(8; 9),0.192115
8,92,92,-0.0000000000,(9; 12),0.161582
8,92,92,-0.0000000000,(1; 6),-0.157034
8,92,92,-0.0000000000,(4; 12),0.149513
8,92,92,-0.0000000000,(5;),-0.147697
8,92,92,-0.0000000000,(3; 7),0.142291
8,92,92,-0.0000000000,(1; 11),0.141234
8,92,92,-0.0000000000,(7;),-0.135330
8,92,92,-0.0000000000,(),0.134303
8,92,92,-0.0000000000,(4; 6),0.128127
8,92,92,-0.0000000000,(6;),0.123849
8,92,92,-0.0000000000,(6; 8),-0.116619
8,92,92,-0.0000000000,(1; 12),0.113534
8,92,92,-0.0000000000,(2; 3),-0.112585
8,92,92,-0.0000000000,(5; 9),0.110003
8,92,92,-0.0000000000,(5; 11),-0.109189
8,92,92,-0.0000000000,(4; 5),-0.106472
8,92,92,-0.0000000000,(7; 9),0.100156
8,92,92,-0.0000000000,(11;),0.098584
8,92,92,-0.0000000000,(1; 10),0.088201
8,92,92,-0.0000000000,(6; 12),0.085577
8,92,92,-0.0000000000,(2; 9),-0.085040
8,92,92,-0.0000000000,(4;),0.082536
8,92,92,-0.0000000000,(2; 4),0.081341
8,92,92,-0.0000000000,(10;),0.072461
8,92,92,-0.0000000000,(0; 8),0.069050
8,92,92,-0.0000000000,(3; 10),0.066645
8,92,92,-0.0000000000,(4; 8),-0.065941
8,92,92,-0.0000000000,(3; 6),0.065447
8,92,92,-0.0000000000,(3;),-0.062291
8,92,92,-0.0000000000,(3; 9),-0.061984
8,92,92,-0.0000000000,(1; 9),-0.059969
8,92,92,-0.0000000000,(3; 8),0.057232
8,92,92,-0.0000000000,(1; 2),-0.038226
8,92,92,-0.0000000000,(9;),-0.036261
8,92,92,-0.0000000000,(10; 11),0.032752
8,92,92,-0.0000000000,(0; 9),-0.032427
8,92,92,-0.0000000000,(1; 4),0.031863
8,92,92,-0.0000000000,(2; 12),0.030619
8,92,92,-0.0000000000,(0; 7),0.029720
8,92,92,-0.0000000000,(2; 10),-0.029197
8,92,92,-0.0000000000,(2; 8),0.029168
8,92,92,-0.0000000000,(5; 12),-0.028710
8,92,92,-0.0000000000,(6; 10),-0.028349
8,92,92,-0.0000000000,(0; 2),-0.028336
8,92,92,-0.0000000000,(5; 10),-0.027014
8,92,92,-0.0000000000,(4; 7),0.025842
8,92,92,-0.0000000000,(2; 11),0.021633
8,92,92,-0.0000000000,(1; 5),0.021197
8,92,92,-0.0000000000,(2; 7),0.021137
8,92,92,-0.0000000000,(3; 4),0.017000
8,92,92,-0.0000000000,(0; 6),-0.016454
8,92,92,-0.0000000000,(0; 12),0.016418
8,92,92,-0.0000000000,(6; 9),-0.015383
8,92,92,-0.0000000000,(0; 10),-0.014298
8,92,92,-0.0000000000,(1; 3),0.014044
8,92,92,-0.0000000000,(9; 11),0.013891
8,92,92,-0.0000000000,(1; 7),-0.012114
8,92,92,-0.0000000000,(2; 5),0.011750
8,92,92,-0.0000000000,(1; 8),-0.008804
8,92,92,-0.0000000000,(3; 12),0.008516
8,92,92,-0.0000000000,(0;),0.007493
8,92,92,-0.0000000000,(3; 5),0.006946
8,92,92,-0.0000000000,(0; 3),0.004187
8,92,92,-0.0000000000,(0; 4),-0.003793
8,92,92,-0.0000000000,(0; 11),0.003645
8,92,92,-0.0000000000,(5; 6),-0.002549
8,92,92,-0.0000000000,(1;),0.001504
8,92,92,-0.0000000000,(2; 6),0.000826
8,92,92,-0.0000000000,(2;),-0.000750
9,106,106,-0.0000000000,(3; 13),-0.747299
9,106,106,-0.0000000000,(5; 6),-0.697481
9,106,106,-0.0000000000,(10; 13),0.566033
9,106,106,-0.0000000000,(11; 13),0.461696
9,106,106,-0.0000000000,(0; 1),-0.429194
9,106,106,-0.0000000000,(4; 5),-0.412915
9,106,106,-0.0000000000,(3; 7),0.338762
9,106,106,-0.0000000000,(8; 9),0.299540
9,106,106,-0.0000000000,(0; 2),0.279944
9,106,106,-0.0000000000,(3; 8),-0.275931
9,106,106,-0.0000000000,(12;),-0.268357
9,106,106,-0.0000000000,(6; 7),0.264694
9,106,106,-0.0000000000,(5; 10),0.250361
9,106,106,-0.0000000000,(8; 10),0.249611
9,106,106,-0.0000000000,(7; 13),0.229910
9,106,106,-0.0000000000,(4; 6),0.226343
9,106,106,-0.0000000000,(6;),0.219765
9,106,106,-0.0000000000,(0; 11),0.213975
9,106,106,-0.0000000000,(2; 13),0.199077
9,106,106,-0.0000000000,(12; 13),-0.189484
9,106,106,-0.0000000000,(4; 12),0.180349
9,106,106,-0.0000000000,(4; 8),0.171767
9,106,106,-0.0000000000,(5; 8),-0.170053
9,106,106,-0.0000000000,(3; 10),0.169482
9,106,106,-0.0000000000,(11; 12),-0.165469
9,106,106,-0.0000000000,(6; 10),-0.155331
9,106,106,-0.0000000000,(3; 11),0.155178
9,106,106,-0.0000000000,(2; 12),0.154792
9,106,106,-0.0000000000,(3; 9),0.143586
9,106,106,-0.0000000000,(7; 9),0.142647
9,106,106,-0.0000000000,(11;),0.136884
9,106,106,-0.0000000000,(4; 7),0.128036
9,106,106,-0.0000000000,(9; 10),0.121731
9,106,106,-0.0000000000,(7; 10),-0.120897
9,106,106,-0.0000000000,(6; 9),0.119799
9,106,106,-0.0000000000,(6; 12),-0.113141
9,106,106,-0.0000000000,(1; 7),-0.110261
9,106,106,-0.0000000000,(5; 13),-0.109507
9,106,106,-0.0000000000,(2; 11),-0.108944
9,106,106,-0.0000000000,(4;),0.106363
9,106,106,-0.0000000000,(5;),-0.103788
9,106,106,-0.0000000000,(10; 11),0.098829
9,106,106,-0.0000000000,(5; 7),-0.095118
9,106,106,-0.0000000000,(1; 3),0.091305
9,106,106,-0.0000000000,(0; 7),-0.089979
9,106,106,-0.0000000000,(4; 10),-0.087269
9,106,106,-0.0000000000,(8; 11),-0.087021
9,106,106,-0.0000000000,(6; 11),-0.086467
9,106,106,-0.0000000000,(7; 11),-0.084140
9,106,106,-0.0000000000,(3; 6),-0.083784
9,106,106,-0.0000000000,(1; 2),-0.083188
9,106,106,-0.0000000000,(9;),-0.082993
9,106,106,-0.0000000000,(10; 12),-0.082566
9,106,106,-0.0000000000,(5; 12),-0.081215
9,106,106,-0.0000000000,(7; 8),0.080217
9,106,106,-0.0000000000,(1; 10),0.078885
9,106,106,-0.0000000000,(1; 11),-0.078622
9,106,106,-0.0000000000,(1; 12),0.077168
9,106,106,-0.0000000000,(4; 11),-0.070078
9,106,106,-0.0000000000,(5; 9),0.069765
9,106,106,-0.0000000000,(0; 6),-0.068601
9,106,106,-0.0000000000,(8;),-0.067045
9,106,106,-0.0000000000,(1; 9),-0.058878
9,106,106,-0.0000000000,(4; 13),-0.057931
9,106,106,-0.0000000000,(2; 6),-0.055617
9,106,106,-0.0000000000,(2; 4),-0.054220
9,106,106,-0.0000000000,(6; 8),0.053051
9,106,106,-0.0000000000,(),0.052294
9,106,106,-0.0000000000,(0; 9),0.049013
9,106,106,-0.0000000000,(0; 4),-0.048812
9,106,106,-0.0000000000,(13;),-0.046719
9,106,106,-0.0000000000,(8; 13),-0.046377
9,106,106,-0.0000000000,(2; 3),0.045492
9,106,106,-0.0000000000,(1; 8),0.043537
9,106,106,-0.0000000000,(9; 12),-0.043517
9,106,106,-0.0000000000,(0; 5),-0.043407
9,106,106,-0.0000000000,(2; 8),0.038130
9,106,106,-0.0000000000,(1; 5),0.036388
9,106,106,-0.0000000000,(0; 10),-0.035357
9,106,106,-0.0000000000,(2; 9),-0.035250
9,106,106,-0.0000000000,(2; 5),-0.035092
9,106,106,-0.0000000000,(0; 12),-0.033175
9,106,106,-0.0000000000,(10;),-0.031425
9,106,106,-0.0000000000,(1; 4),-0.031088
9,106,106,-0.0000000000,(2; 7),0.030184
9,106,106,-0.0000000000,(0; 3),0.029749
9,106,106,-0.0000000000,(8; 12),0.027873
9,106,106,-0.0000000000,(3; 4),0.026856
9,106,106,-0.0000000000,(1; 13),-0.024445
9,106,106,-0.0000000000,(5; 11),-0.024050
9,106,106,-0.0000000000,(0;),-0.023510
9,106,106,-0.0000000000,(7; 12),0.023115
9,106,106,-0.0000000000,(9; 13),0.021825
9,106,106,-0.0000000000,(0; 13),-0.021660
9,106,106,-0.0000000000,(9; 11),-0.021170
9,106,106,-0.0000000000,(2;),-0.020948
9,106,106,-0.0000000000,(0; 8),0.020215
9,106,106,-0.0000000000,(2; 10),0.018286
9,106,106,-0.0000000000,(3; 12),0.016891
9,106,106,-0.0000000000,(1; 6),-0.012657
10,137,122,-0.0000000000,(3; 7),2.918020
10,137,122,-0.0000000000,(2; 14),-2.526979
10,137,122,-0.0000000000,(5; 14),-2.378981
10,137,122,-0.0000000000,(5; 15),2.161008
10,137,122,-0.0000000000,(3; 8),-1.951011
10,137,122,-0.0000000000,(0; 8),1.899364
10,137,122,-0.0000000000,(9; 10),-1.725845
10,137,122,-0.0000000000,(10; 12),1.710533
10,137,122,-0.0000000000,(2; 7),1.605700
10,137,122,-0.0000000000,(13; 15),-1.566598
10,137,122,-0.0000000000,(8; 10),1.475375
10,137,122,-0.0000000000,(3; 10),1.426753
10,137,122,-0.0000000000,(8; 11),-1.409281
10,137,122,-0.0000000000,(4; 5),-1.310409
10,137,122,-0.0000000000,(13; 14),-1.296799
10,137,122,-0.0000000000,(3; 6),-1.217530
10,137,122,-0.0000000000,(12; 13),1.189210
10,137,122,-0.0000000000,(3; 14),1.180122
10,137,122,-0.0000000000,(8; 14),-1.177743
10,137,122,-0.0000000000,(5; 9),1.159184
10,137,122,-0.0000000000,(1; 11),-1.154974
10,137,122,-0.0000000000,(7; 8),-1.133132
10,137,122,-0.0000000000,(5; 10),-1.131526
10,137,122,-0.0000000000,(3; 15),-1.121592
10,137,122,-0.0000000000,(5; 12),1.079923
10,137,122,-0.0000000000,(2; 12),1.064893
10,137,122,-0.0000000000,(6; 13),-1.036737
10,137,122,-0.0000000000,(2; 15),1.029214
10,137,122,-0.0000000000,(4; 13),-1.004302
10,137,122,-0.0000000000,(1; 8),0.975138
10,137,122,-0.0000000000,(0; 1),0.972035
10,137,122,-0.0000000000,(2; 10),-0.968901
10,137,122,-0.0000000000,(4; 12),-0.941301
10,137,122,-0.0000000000,(7; 15),0.939772
10,137,122,-0.0000000000,(6;),-0.926037
10,137,122,-0.0000000000,(1; 14),-0.915992
10,137,122,-0.0000000000,(10; 13),-0.913484
10,137,122,-0.0000000000,(0; 9),0.898097
10,137,122,-0.0000000000,(4; 15),-0.875246
10,137,122,-0.0000000000,(12; 15),-0.831207
10,137,122,-0.0000000000,(9; 13),0.827905
10,137,122,-0.0000000000,(8; 15),0.805791
10,137,122,-0.0000000000,(0; 7),-0.787804
10,137,122,-0.0000000000,(6; 9),-0.737694
10,137,122,-0.0000000000,(2; 11),0.730817
10,137,122,-0.0000000000,(6; 15),0.696937
10,137,122,-0.0000000000,(1; 2),-0.692935
10,137,122,-0.0000000000,(7; 10),0.686480
10,137,122,-0.0000000000,(3; 13),0.666469
10,137,122,-0.0000000000,(2; 9),0.665986
10,137,122,-0.0000000000,(6; 7),0.665982
10,137,122,-0.0000000000,(15;),0.658749
10,137,122,-0.0000000000,(5; 13),0.647013
10,137,122,-0.0000000000,(0; 3),0.645442
10,137,122,-0.0000000000,(3; 11),-0.641751
10,137,122,-0.0000000000,(11; 13),0.618070
10,137,122,-0.0000000000,(5;),-0.613351
10,137,122,-0.0000000000,(11; 15),-0.588758
10,137,122,-0.0000000000,(0; 2),0.570805
10,137,122,-0.0000000000,(4; 11),0.559382
10,137,122,-0.0000000000,(14; 15),-0.536892
10,137,122,-0.0000000000,(6; 14),-0.513003
10,137,122,-0.0000000000,(9; 14),-0.497433
10,137,122,-0.0000000000,(1; 3),-0.492061
10,137,122,-0.0000000000,(9; 15),-0.486403
10,137,122,-0.0000000000,(2; 4),-0.485697
10,137,122,-0.0000000000,(0; 11),-0.480173
10,137,122,-0.0000000000,(0; 15),0.467139
10,137,122,-0.0000000000,(7; 9),-0.465911
10,137,122,-0.0000000000,(0; 6),0.450689
10,137,122,-0.0000000000,(3; 9),0.450014
10,137,122,-0.0000000000,(4; 14),-0.449001
10,137,122,-0.0000000000,(14;),-0.443514
10,137,122,-0.0000000000,(6; 10),0.420421
10,137,122,-0.0000000000,(3;),-0.406172
10,137,122,-0.0000000000,(10; 11),0.403770
10,137,122,-0.0000000000,(7; 11),0.395553
10,137,122,-0.0000000000,(9;),-0.392972
10,137,122,-0.0000000000,(1; 10),-0.389069
10,137,122,-0.0000000000,(10; 15),0.377807
10,137,122,-0.0000000000,(8; 9),-0.372088
10,137,122,-0.0000000000,(7;),-0.370958
10,137,122,-0.0000000000,(2;),-0.365697
10,137,122,-0.0000000000,(6; 12),-0.363993
10,137,122,-0.0000000000,(7; 14),-0.349088
10,137,122,-0.0000000000,(6; 11),0.343443
10,137,122,-0.0000000000,(1; 13),0.336321
10,137,122,-0.0000000000,(1; 15),-0.336132
10,137,122,-0.0000000000,(12;),-0.310909
10,137,122,-0.0000000000,(2; 3),0.294760
10,137,122,-0.0000000000,(5; 8),0.263905
10,137,122,-0.0000000000,(7; 13),-0.250385
10,137,122,-0.0000000000,(12; 14),-0.250177
10,137,122,-0.0000000000,(),0.233452
10,137,122,-0.0000000000,(11; 14),-0.231062
10,137,122,-0.0000000000,(7; 12),0.223620
10,137,122,-0.0000000000,(4; 9),-0.215382
10,137,122,-0.0000000000,(0; 10),-0.191456
10,137,122,-0.0000000000,(11;),0.189867
10,137,122,-0.0000000000,(5; 11),-0.187291
11,154,135,-0.0000000000,(4; 5),20.012046
11,154,135,-0.0000000000,(3; 7),-17.551250
11,154,135,-0.0000000000,(4; 16),-16.434221
11,154,135,-0.0000000000,(2; 12),15.566269
11,154,135,-0.0000000000,(8; 16),11.943721
11,154,135,-0.0000000000,(11; 15),10.984773
11,154,135,-0.0000000000,(10; 14),-10.695414
11,154,135,-0.0000000000,(2; 14),-10.126161
11,154,135,-0.0000000000,(10; 13),10.056551
11,154,135,-0.0000000000,(6; 13),-9.400356
11,154,135,-0.0000000000,(5; 15),9.240015
11,154,135,-0.0000000000,(10; 12),8.939024
11,154,135,-0.0000000000,(0; 2),8.902197
11,154,135,-0.0000000000,(10; 16),8.538810
11,154,135,-0.0000000000,(13; 15),8.252802
11,154,135,-0.0000000000,(7; 16),-7.810557
11,154,135,-0.0000000000,(3; 8),7.664674
11,154,135,-0.0000000000,(9; 15),7.637138
11,154,135,-0.0000000000,(5; 14),-7.391649
11,154,135,-0.0000000000,(4; 7),-7.288330
11,154,135,-0.0000000000,(3; 15),7.281919
11,154,135,-0.0000000000,(8; 15),7.204086
11,154,135,-0.0000000000,(6;),6.824035
11,154,135,-0.0000000000,(7; 11),-6.555390
11,154,135,-0.0000000000,(2; 15),-6.497315
11,154,135,-0.0000000000,(5; 12),-6.492459
11,154,135,-0.0000000000,(0; 8),-6.287349
11,154,135,-0.0000000000,(1; 10),6.168925
11,154,135,-0.0000000000,(7; 12),-6.075374
11,154,135,-0.0000000000,(15; 16),6.028794
11,154,135,-0.0000000000,(2; 11),5.901666
11,154,135,-0.0000000000,(6; 14),-5.765916
11,154,135,-0.0000000000,(9; 13),-5.739770
11,154,135,-0.0000000000,(7; 15),-5.629533
11,154,135,-0.0000000000,(11; 16),5.536251
11,154,135,-0.0000000000,(4; 14),-5.363308
11,154,135,-0.0000000000,(11; 12),5.308148
11,154,135,-0.0000000000,(9; 10),-5.301883
11,154,135,-0.0000000000,(2; 4),-5.287280
11,154,135,-0.0000000000,(7; 9),5.079436
11,154,135,-0.0000000000,(0; 15),4.989783
11,154,135,-0.0000000000,(9; 14),4.918496
11,154,135,-0.0000000000,(3; 10),-4.654476
11,154,135,-0.0000000000,(12; 14),4.634904
11,154,135,-0.0000000000,(2; 13),4.608952
11,154,135,-0.0000000000,(0; 1),4.583742
11,154,135,-0.0000000000,(7; 10),-4.518886
11,154,135,-0.0000000000,(5; 9),4.423302
11,154,135,-0.0000000000,(6; 11),-4.368961
11,154,135,-0.0000000000,(2; 16),-4.029880
11,154,135,-0.0000000000,(13;),3.961563
11,154,135,-0.0000000000,(7; 8),3.917490
11,154,135,-0.0000000000,(9; 12),-3.837205
11,154,135,-0.0000000000,(6; 12),-3.633709
11,154,135,-0.0000000000,(6; 10),3.493229
11,154,135,-0.0000000000,(2; 10),3.375430
11,154,135,-0.0000000000,(6; 8),3.360098
11,154,135,-0.0000000000,(13; 14),-3.310804
11,154,135,-0.0000000000,(8; 9),-2.982630
11,154,135,-0.0000000000,(4; 12),-2.824762
11,154,135,-0.0000000000,(),2.811631
11,154,135,-0.0000000000,(4; 6),2.802816
11,154,135,-0.0000000000,(8; 12),2.775083
11,154,135,-0.0000000000,(4; 13),2.760602
11,154,135,-0.0000000000,(4;),-2.641992
11,154,135,-0.0000000000,(12; 16),2.633844
11,154,135,-0.0000000000,(11; 13),2.579159
11,154,135,-0.0000000000,(0; 10),-2.570344
11,154,135,-0.0000000000,(14; 15),2.520253
11,154,135,-0.0000000000,(0; 11),-2.449558
11,154,135,-0.0000000000,(6; 16),-2.430530
11,154,135,-0.0000000000,(5; 16),2.364676
11,154,135,-0.0000000000,(12; 15),2.322400
11,154,135,-0.0000000000,(8; 14),2.309434
11,154,135,-0.0000000000,(0; 7),2.302257
11,154,135,-0.0000000000,(1; 11),2.218178
11,154,135,-0.0000000000,(2; 7),-2.173943
11,154,135,-0.0000000000,(5; 10),2.169287
11,154,135,-0.0000000000,(3; 11),-1.933948
11,154,135,-0.0000000000,(11;),-1.933269
11,154,135,-0.0000000000,(10;),-1.872460
11,154,135,-0.0000000000,(1; 2),-1.861855
11,154,135,-0.0000000000,(1; 15),-1.833166
11,154,135,-0.0000000000,(2; 3),1.813436
11,154,135,-0.0000000000,(3; 9),-1.729394
