n,dim,rank,mu_min,basis_index,weight_magnitude
77,3917,667,0.0015505308,(6; 11),0.055121
77,3917,667,0.0015505308,(4; 65),-0.054544
77,3917,667,0.0015505308,(5; 53),0.054022
77,3917,667,0.0015505308,(6; 62),0.052689
77,3917,667,0.0015505308,(6; 14),0.051682
77,3917,667,0.0015505308,(4; 40),0.051307
77,3917,667,0.0015505308,(9; 39),0.051264
77,3917,667,0.0015505308,(6; 13),-0.051023
77,3917,667,0.0015505308,(5; 51),0.050887
77,3917,667,0.0015505308,(7; 22),-0.050802
77,3917,667,0.0015505308,(7; 12),-0.050685
77,3917,667,0.0015505308,(4; 48),0.050085
77,3917,667,0.0015505308,(10; 26),-0.049884
77,3917,667,0.0015505308,(0; 83),-0.049679
77,3917,667,0.0015505308,(8; 20),0.049606
77,3917,667,0.0015505308,(4; 70),0.048780
77,3917,667,0.0015505308,(8; 14),-0.048346
77,3917,667,0.0015505308,(5; 22),-0.048301
77,3917,667,0.0015505308,(7; 70),-0.047847
77,3917,667,0.0015505308,(7; 39),0.047435
77,3917,667,0.0015505308,(6; 23),-0.046650
77,3917,667,0.0015505308,(7; 17),-0.046069
77,3917,667,0.0015505308,(11; 18),0.045997
77,3917,667,0.0015505308,(13; 17),-0.045874
77,3917,667,0.0015505308,(6; 25),-0.045749
77,3917,667,0.0015505308,(4; 49),-0.045362
77,3917,667,0.0015505308,(4; 53),-0.045357
77,3917,667,0.0015505308,(4; 45),-0.045107
77,3917,667,0.0015505308,(4; 41),-0.044804
77,3917,667,0.0015505308,(8; 10),-0.044421
77,3917,667,0.0015505308,(8; 50),-0.044398
77,3917,667,0.0015505308,(7; 40),-0.044135
77,3917,667,0.0015505308,(9; 32),-0.043021
77,3917,667,0.0015505308,(6; 37),0.042996
77,3917,667,0.0015505308,(7; 57),-0.042439
77,3917,667,0.0015505308,(10; 21),0.042148
77,3917,667,0.0015505308,(4; 27),0.042138
77,3917,667,0.0015505308,(5; 38),0.042026
77,3917,667,0.0015505308,(3; 54),-0.041806
77,3917,667,0.0015505308,(6; 70),-0.041791
77,3917,667,0.0015505308,(9; 48),-0.041636
77,3917,667,0.0015505308,(6; 59),-0.041589
77,3917,667,0.0015505308,(4; 64),-0.041466
77,3917,667,0.0015505308,(5; 55),0.040971
77,3917,667,0.0015505308,(5; 56),0.040255
77,3917,667,0.0015505308,(5; 72),0.039904
77,3917,667,0.0015505308,(5; 29),0.039899
77,3917,667,0.0015505308,(6; 31),-0.039838
77,3917,667,0.0015505308,(8; 26),-0.039837
77,3917,667,0.0015505308,(0; 57),0.039506
77,3917,667,0.0015505308,(5; 76),0.039298
77,3917,667,0.0015505308,(5; 54),0.039018
77,3917,667,0.0015505308,(9;),-0.038923
77,3917,667,0.0015505308,(7; 24),0.038897
77,3917,667,0.0015505308,(7; 50),0.038441
77,3917,667,0.0015505308,(6; 28),0.038322
78,4006,673,0.2655006320,(3; 47),-0.479961
78,4006,673,0.2655006320,(5; 17),-0.419807
78,4006,673,0.2655006320,(3; 45),0.346047
78,4006,673,0.2655006320,(6; 11),0.321786
78,4006,673,0.2655006320,(4; 37),0.315118
78,4006,673,0.2655006320,(4; 46),0.283633
78,4006,673,0.2655006320,(4; 50),-0.262636
78,4006,673,0.2655006320,(3; 57),0.247750
78,4006,673,0.2655006320,(4; 38),0.225283
78,4006,673,0.2655006320,(2; 41),0.217866
78,4006,673,0.2655006320,(8; 13),0.214891
78,4006,673,0.2655006320,(9; 10),0.204687
78,4006,673,0.2655006320,(4; 41),0.202191
78,4006,673,0.2655006320,(4; 53),-0.196616
78,4006,673,0.2655006320,(3; 50),0.194119
78,4006,673,0.2655006320,(3; 71),-0.191639
78,4006,673,0.2655006320,(5; 37),0.190269
78,4006,673,0.2655006320,(7; 10),0.182653
78,4006,673,0.2655006320,(1; 41),0.182321
78,4006,673,0.2655006320,(3; 61),-0.177903
78,4006,673,0.2655006320,(3; 40),0.173035
78,4006,673,0.2655006320,(4; 44),-0.169072
78,4006,673,0.2655006320,(7; 14),0.166290
78,4006,673,0.2655006320,(1; 47),0.162520
78,4006,673,0.2655006320,(3; 78),-0.152778
78,4006,673,0.2655006320,(3; 54),0.152086
78,4006,673,0.2655006320,(3; 49),0.148551
78,4006,673,0.2655006320,(1; 83),0.148255
78,4006,673,0.2655006320,(3; 84),-0.146626
78,4006,673,0.2655006320,(3; 67),-0.144758
78,4006,673,0.2655006320,(3; 46),0.143637
78,4006,673,0.2655006320,(1; 75),-0.142461
78,4006,673,0.2655006320,(5; 47),0.142454
78,4006,673,0.2655006320,(4; 36),-0.142454
78,4006,673,0.2655006320,(4; 67),-0.139910
78,4006,673,0.2655006320,(4; 49),0.134393
78,4006,673,0.2655006320,(8; 34),0.131920
78,4006,673,0.2655006320,(4; 39),-0.130946
78,4006,673,0.2655006320,(2; 40),-0.130459
78,4006,673,0.2655006320,(4; 88),0.129754
78,4006,673,0.2655006320,(4; 48),0.129697
78,4006,673,0.2655006320,(1; 82),-0.128312
78,4006,673,0.2655006320,(1; 50),-0.127820
78,4006,673,0.2655006320,(4; 63),0.125377
78,4006,673,0.2655006320,(3; 58),0.124933
78,4006,673,0.2655006320,(2; 88),-0.123932
78,4006,673,0.2655006320,(2; 83),0.122943
78,4006,673,0.2655006320,(1; 69),-0.119720
78,4006,673,0.2655006320,(3; 77),0.119629
78,4006,673,0.2655006320,(4; 34),0.119440
78,4006,673,0.2655006320,(0; 84),-0.118593
78,4006,673,0.2655006320,(1; 71),0.118455
78,4006,673,0.2655006320,(4; 45),0.118190
78,4006,673,0.2655006320,(2; 42),0.117129
78,4006,673,0.2655006320,(3; 82),0.116534
78,4006,673,0.2655006320,(6; 28),-0.115846
78,4006,673,0.2655006320,(1; 65),0.114830
78,4006,673,0.2655006320,(9; 16),-0.114695
78,4006,673,0.2655006320,(0; 46),0.114665
78,4006,673,0.2655006320,(5; 69),0.114565
78,4006,673,0.2655006320,(1; 40),-0.113267
78,4006,673,0.2655006320,(2; 48),0.113056
78,4006,673,0.2655006320,(7; 50),-0.112517
78,4006,673,0.2655006320,(4; 62),-0.112303
78,4006,673,0.2655006320,(4; 57),0.111289
78,4006,673,0.2655006320,(8; 9),-0.109076
78,4006,673,0.2655006320,(5; 42),-0.108568
78,4006,673,0.2655006320,(10; 17),0.107970
78,4006,673,0.2655006320,(1; 52),-0.107729
78,4006,673,0.2655006320,(6; 29),0.107239
78,4006,673,0.2655006320,(4;),0.106516
78,4006,673,0.2655006320,(1; 64),0.106270
78,4006,673,0.2655006320,(5; 64),-0.106002
78,4006,673,0.2655006320,(5; 33),-0.105248
78,4006,673,0.2655006320,(6; 24),-0.104543
78,4006,673,0.2655006320,(8; 14),-0.103820
78,4006,673,0.2655006320,(2; 76),-0.103280
78,4006,673,0.2655006320,(4; 29),-0.103078
78,4006,673,0.2655006320,(2; 60),-0.102205
78,4006,673,0.2655006320,(2; 50),-0.101354
78,4006,673,0.2655006320,(4; 68),0.099418
78,4006,673,0.2655006320,(1; 60),-0.098227
78,4006,673,0.2655006320,(7; 13),0.097536
78,4006,673,0.2655006320,(2; 43),0.097034
78,4006,673,0.2655006320,(3; 41),-0.096613
78,4006,673,0.2655006320,(2; 52),-0.096255
78,4006,673,0.2655006320,(4; 58),-0.096086
78,4006,673,0.2655006320,(0; 88),-0.095930
78,4006,673,0.2655006320,(4; 35),-0.095531
78,4006,673,0.2655006320,(6; 59),0.095455
78,4006,673,0.2655006320,(4; 79),-0.095320
78,4006,673,0.2655006320,(2; 65),0.094421
78,4006,673,0.2655006320,(2; 69),-0.094282
78,4006,673,0.2655006320,(2; 46),0.093925
78,4006,673,0.2655006320,(1; 86),0.093496
78,4006,673,0.2655006320,(1; 42),0.093231
78,4006,673,0.2655006320,(2; 75),-0.093025
78,4006,673,0.2655006320,(0; 41),0.092235
78,4006,673,0.2655006320,(2; 70),-0.092218
78,4006,673,0.2655006320,(4; 74),-0.091860
79,4006,678,0.1454273743,(3; 46),0.150421
79,4006,678,0.1454273743,(3; 45),-0.132871
79,4006,678,0.1454273743,(3; 61),0.118569
79,4006,678,0.1454273743,(3; 84),0.111583
79,4006,678,0.1454273743,(3; 83),-0.103992
79,4006,678,0.1454273743,(3; 50),-0.103249
79,4006,678,0.1454273743,(0; 46),-0.088237
79,4006,678,0.1454273743,(6; 28),0.087000
79,4006,678,0.1454273743,(3; 75),-0.086268
79,4006,678,0.1454273743,(5; 17),0.083662
79,4006,678,0.1454273743,(6; 12),-0.081684
79,4006,678,0.1454273743,(6; 31),0.079242
79,4006,678,0.1454273743,(3; 64),-0.074966
79,4006,678,0.1454273743,(3; 79),-0.071934
79,4006,678,0.1454273743,(4; 46),0.069248
79,4006,678,0.1454273743,(3; 78),-0.068225
79,4006,678,0.1454273743,(6; 11),-0.068026
79,4006,678,0.1454273743,(0; 45),0.067407
79,4006,678,0.1454273743,(3; 86),0.066767
79,4006,678,0.1454273743,(1; 83),0.065560
79,4006,678,0.1454273743,(3; 49),0.064994
79,4006,678,0.1454273743,(0; 79),0.061838
79,4006,678,0.1454273743,(0; 83),0.061761
79,4006,678,0.1454273743,(0; 61),-0.061326
79,4006,678,0.1454273743,(5; 20),-0.059019
79,4006,678,0.1454273743,(2; 88),-0.058666
79,4006,678,0.1454273743,(3; 71),-0.058531
79,4006,678,0.1454273743,(3; 87),0.057912
79,4006,678,0.1454273743,(3; 72),-0.057163
79,4006,678,0.1454273743,(4; 47),0.057041
79,4006,678,0.1454273743,(7; 13),0.055612
79,4006,678,0.1454273743,(1; 84),-0.055371
79,4006,678,0.1454273743,(4; 39),-0.055292
79,4006,678,0.1454273743,(7; 14),-0.053022
79,4006,678,0.1454273743,(0; 50),0.052288
79,4006,678,0.1454273743,(2; 46),0.052074
79,4006,678,0.1454273743,(3; 57),-0.051382
79,4006,678,0.1454273743,(3; 39),0.049961
79,4006,678,0.1454273743,(1; 79),0.049714
79,4006,678,0.1454273743,(2; 82),-0.049124
79,4006,678,0.1454273743,(1; 46),-0.048886
79,4006,678,0.1454273743,(1; 61),-0.048286
79,4006,678,0.1454273743,(3; 88),-0.047756
79,4006,678,0.1454273743,(4; 42),0.047218
79,4006,678,0.1454273743,(2; 45),-0.046698
79,4006,678,0.1454273743,(2; 84),0.046425
79,4006,678,0.1454273743,(3; 38),-0.045942
79,4006,678,0.1454273743,(4; 38),0.045575
79,4006,678,0.1454273743,(2; 50),-0.043020
79,4006,678,0.1454273743,(4; 51),0.042520
79,4006,678,0.1454273743,(0; 57),0.042266
79,4006,678,0.1454273743,(0; 47),-0.041805
79,4006,678,0.1454273743,(2; 72),-0.041754
79,4006,678,0.1454273743,(1; 75),0.041732
79,4006,678,0.1454273743,(0; 84),-0.041575
79,4006,678,0.1454273743,(0; 71),0.041501
79,4006,678,0.1454273743,(4; 50),-0.040255
79,4006,678,0.1454273743,(6; 24),0.039615
79,4006,678,0.1454273743,(0; 85),-0.038972
79,4006,678,0.1454273743,(2; 61),0.038789
79,4006,678,0.1454273743,(3; 70),-0.038588
79,4006,678,0.1454273743,(0; 48),-0.038511
79,4006,678,0.1454273743,(3; 85),0.038390
79,4006,678,0.1454273743,(0; 70),0.037914
79,4006,678,0.1454273743,(0; 65),0.037465
79,4006,678,0.1454273743,(5; 85),-0.037016
79,4006,678,0.1454273743,(2; 77),0.036576
79,4006,678,0.1454273743,(0; 75),0.036198
79,4006,678,0.1454273743,(4; 45),-0.035488
79,4006,678,0.1454273743,(3; 66),-0.035370
79,4006,678,0.1454273743,(0; 82),-0.035213
79,4006,678,0.1454273743,(2; 86),0.035087
79,4006,678,0.1454273743,(1; 85),-0.034913
79,4006,678,0.1454273743,(2; 69),0.034819
79,4006,678,0.1454273743,(1; 71),0.034690
79,4006,678,0.1454273743,(4; 48),0.034235
79,4006,678,0.1454273743,(1; 45),0.033717
79,4006,678,0.1454273743,(0; 54),-0.032745
79,4006,678,0.1454273743,(3; 80),-0.032678
79,4006,678,0.1454273743,(1; 86),-0.032520
79,4006,678,0.1454273743,(1; 78),0.032440
79,4006,678,0.1454273743,(3; 69),0.032364
79,4006,678,0.1454273743,(6; 30),-0.031273
79,4006,678,0.1454273743,(0; 60),-0.031232
79,4006,678,0.1454273743,(1; 87),-0.030746
79,4006,678,0.1454273743,(3; 74),-0.030594
79,4006,678,0.1454273743,(0; 78),0.030495
79,4006,678,0.1454273743,(7; 15),-0.030044
79,4006,678,0.1454273743,(1; 70),0.029966
79,4006,678,0.1454273743,(4; 58),0.029832
79,4006,678,0.1454273743,(2; 76),-0.029822
79,4006,678,0.1454273743,(1; 57),0.029704
79,4006,678,0.1454273743,(1; 50),0.029326
79,4006,678,0.1454273743,(2; 66),-0.029310
79,4006,678,0.1454273743,(3; 44),0.029023
79,4006,678,0.1454273743,(3; 41),-0.028870
79,4006,678,0.1454273743,(5; 84),0.028743
79,4006,678,0.1454273743,(4; 53),0.028485
79,4006,678,0.1454273743,(5; 21),0.028077
79,4006,678,0.1454273743,(8; 20),-0.027963
80,4096,687,0.2511408338,(3; 88),-0.152085
80,4096,687,0.2511408338,(3; 42),0.146723
80,4096,687,0.2511408338,(3; 78),0.135585
80,4096,687,0.2511408338,(3; 84),0.119500
80,4096,687,0.2511408338,(0; 54),-0.118051
80,4096,687,0.2511408338,(0; 48),0.115308
80,4096,687,0.2511408338,(0; 47),0.110916
80,4096,687,0.2511408338,(7; 15),-0.109412
80,4096,687,0.2511408338,(0; 45),0.105426
80,4096,687,0.2511408338,(3; 53),0.105297
80,4096,687,0.2511408338,(2; 47),0.099100
80,4096,687,0.2511408338,(2; 48),0.096638
80,4096,687,0.2511408338,(0; 55),0.095991
80,4096,687,0.2511408338,(3; 46),0.094084
80,4096,687,0.2511408338,(2; 54),-0.089878
80,4096,687,0.2511408338,(3; 83),-0.089806
80,4096,687,0.2511408338,(7; 8),0.089541
80,4096,687,0.2511408338,(5; 89),-0.086755
80,4096,687,0.2511408338,(3; 43),-0.086131
80,4096,687,0.2511408338,(3; 65),-0.086091
80,4096,687,0.2511408338,(3; 47),0.079161
80,4096,687,0.2511408338,(0; 73),0.078058
80,4096,687,0.2511408338,(0; 88),0.076866
80,4096,687,0.2511408338,(3; 76),-0.076703
80,4096,687,0.2511408338,(3; 85),-0.076651
80,4096,687,0.2511408338,(2; 86),-0.075285
80,4096,687,0.2511408338,(3; 73),-0.074432
80,4096,687,0.2511408338,(0; 67),0.072644
80,4096,687,0.2511408338,(3; 40),0.072314
80,4096,687,0.2511408338,(5; 88),0.072123
80,4096,687,0.2511408338,(0; 63),0.070903
80,4096,687,0.2511408338,(0; 86),-0.070410
80,4096,687,0.2511408338,(2; 67),0.067941
80,4096,687,0.2511408338,(5; 17),-0.067713
80,4096,687,0.2511408338,(2; 45),0.067299
80,4096,687,0.2511408338,(0; 51),0.067274
80,4096,687,0.2511408338,(4; 28),-0.066700
80,4096,687,0.2511408338,(3; 49),0.065813
80,4096,687,0.2511408338,(0; 53),-0.064757
80,4096,687,0.2511408338,(0; 59),-0.064745
80,4096,687,0.2511408338,(2; 89),-0.064653
80,4096,687,0.2511408338,(0; 78),-0.061528
80,4096,687,0.2511408338,(3; 56),0.061467
80,4096,687,0.2511408338,(0; 57),-0.060480
80,4096,687,0.2511408338,(3; 74),0.059496
80,4096,687,0.2511408338,(2; 59),-0.057346
80,4096,687,0.2511408338,(2; 63),0.057163
80,4096,687,0.2511408338,(2; 55),0.056069
80,4096,687,0.2511408338,(0; 89),-0.054839
80,4096,687,0.2511408338,(3; 62),-0.054423
80,4096,687,0.2511408338,(3; 58),-0.053938
80,4096,687,0.2511408338,(5; 86),-0.053269
80,4096,687,0.2511408338,(2; 88),0.052706
80,4096,687,0.2511408338,(3; 80),-0.052616
80,4096,687,0.2511408338,(2; 87),-0.052371
80,4096,687,0.2511408338,(0; 79),0.052338
80,4096,687,0.2511408338,(0; 66),0.052186
80,4096,687,0.2511408338,(0; 84),-0.052091
80,4096,687,0.2511408338,(2; 42),0.050587
80,4096,687,0.2511408338,(4; 42),0.050068
80,4096,687,0.2511408338,(0; 87),-0.049147
80,4096,687,0.2511408338,(3; 48),0.048351
80,4096,687,0.2511408338,(2; 79),0.048135
80,4096,687,0.2511408338,(3; 55),-0.047890
80,4096,687,0.2511408338,(3; 72),0.047521
80,4096,687,0.2511408338,(1; 42),0.047454
80,4096,687,0.2511408338,(2; 43),-0.045773
80,4096,687,0.2511408338,(2; 72),0.045770
80,4096,687,0.2511408338,(0; 50),0.045033
80,4096,687,0.2511408338,(0; 44),0.044542
80,4096,687,0.2511408338,(2; 73),0.043952
80,4096,687,0.2511408338,(5; 81),0.043466
80,4096,687,0.2511408338,(3; 57),0.043438
80,4096,687,0.2511408338,(3; 41),0.042182
80,4096,687,0.2511408338,(2; 51),0.042132
80,4096,687,0.2511408338,(2; 50),0.041491
80,4096,687,0.2511408338,(4; 37),0.040932
80,4096,687,0.2511408338,(0; 62),0.040805
80,4096,687,0.2511408338,(2; 65),-0.040777
80,4096,687,0.2511408338,(2; 57),-0.039310
80,4096,687,0.2511408338,(3; 51),-0.038513
80,4096,687,0.2511408338,(3; 38),-0.038176
80,4096,687,0.2511408338,(6; 11),0.037725
80,4096,687,0.2511408338,(2; 66),0.035705
80,4096,687,0.2511408338,(0; 72),0.035598
80,4096,687,0.2511408338,(1; 48),0.035389
80,4096,687,0.2511408338,(0; 71),0.035278
80,4096,687,0.2511408338,(6; 38),0.035144
80,4096,687,0.2511408338,(5; 83),0.035005
80,4096,687,0.2511408338,(3; 71),-0.034817
80,4096,687,0.2511408338,(3; 67),0.034613
80,4096,687,0.2511408338,(4; 35),0.034348
80,4096,687,0.2511408338,(5; 77),0.033635
80,4096,687,0.2511408338,(3; 59),-0.033156
80,4096,687,0.2511408338,(0; 83),0.032607
80,4096,687,0.2511408338,(2; 68),0.032459
80,4096,687,0.2511408338,(3; 61),0.031910
80,4096,687,0.2511408338,(1; 43),-0.031873
80,4096,687,0.2511408338,(5; 67),-0.031387
80,4096,687,0.2511408338,(3; 70),0.031316
81,4187,695,0.0596886553,(1; 41),0.360550
81,4187,695,0.0596886553,(3; 47),0.290811
81,4187,695,0.0596886553,(1; 46),0.285112
81,4187,695,0.0596886553,(1; 42),0.282102
81,4187,695,0.0596886553,(1; 40),0.279363
81,4187,695,0.0596886553,(1; 64),-0.263732
81,4187,695,0.0596886553,(1; 43),-0.257113
81,4187,695,0.0596886553,(1; 89),0.250806
81,4187,695,0.0596886553,(3; 46),0.249304
81,4187,695,0.0596886553,(3; 59),0.234113
81,4187,695,0.0596886553,(1; 49),0.233558
81,4187,695,0.0596886553,(5; 17),0.230347
81,4187,695,0.0596886553,(3; 40),0.226684
81,4187,695,0.0596886553,(2; 46),0.219734
81,4187,695,0.0596886553,(1; 45),0.211945
81,4187,695,0.0596886553,(2; 47),0.208115
81,4187,695,0.0596886553,(1; 68),-0.199775
81,4187,695,0.0596886553,(6; 11),-0.197420
81,4187,695,0.0596886553,(6; 30),-0.195969
81,4187,695,0.0596886553,(1; 52),-0.193975
81,4187,695,0.0596886553,(2; 49),0.193508
81,4187,695,0.0596886553,(0; 41),0.185427
81,4187,695,0.0596886553,(1; 86),0.182121
81,4187,695,0.0596886553,(4; 28),-0.171177
81,4187,695,0.0596886553,(1; 90),-0.169222
81,4187,695,0.0596886553,(3; 49),0.167178
81,4187,695,0.0596886553,(1; 60),0.166642
81,4187,695,0.0596886553,(1; 47),0.164487
81,4187,695,0.0596886553,(2; 64),-0.161899
81,4187,695,0.0596886553,(3; 64),-0.161598
81,4187,695,0.0596886553,(2; 52),-0.160368
81,4187,695,0.0596886553,(2; 40),0.160204
81,4187,695,0.0596886553,(2; 41),0.157697
81,4187,695,0.0596886553,(3; 52),-0.157299
81,4187,695,0.0596886553,(3; 54),-0.156098
81,4187,695,0.0596886553,(4; 43),0.155578
81,4187,695,0.0596886553,(1; 44),0.154459
81,4187,695,0.0596886553,(1; 69),0.152696
81,4187,695,0.0596886553,(1; 80),-0.151316
81,4187,695,0.0596886553,(3; 51),0.150573
81,4187,695,0.0596886553,(0; 40),0.150218
81,4187,695,0.0596886553,(1; 75),-0.148773
81,4187,695,0.0596886553,(3; 41),0.148294
81,4187,695,0.0596886553,(1; 56),-0.145465
81,4187,695,0.0596886553,(1; 87),0.145289
81,4187,695,0.0596886553,(2; 43),-0.143702
81,4187,695,0.0596886553,(3; 60),0.141426
81,4187,695,0.0596886553,(3; 43),-0.141056
81,4187,695,0.0596886553,(3; 81),-0.139070
81,4187,695,0.0596886553,(0; 42),0.137373
81,4187,695,0.0596886553,(3; 65),0.136259
81,4187,695,0.0596886553,(0; 46),0.134426
81,4187,695,0.0596886553,(1; 77),0.131712
81,4187,695,0.0596886553,(0; 43),-0.130494
81,4187,695,0.0596886553,(3; 61),0.130286
81,4187,695,0.0596886553,(1; 63),0.128141
81,4187,695,0.0596886553,(8; 12),-0.128110
81,4187,695,0.0596886553,(1; 65),0.127867
81,4187,695,0.0596886553,(5; 20),-0.126345
81,4187,695,0.0596886553,(3; 74),0.124700
81,4187,695,0.0596886553,(5; 59),0.123692
81,4187,695,0.0596886553,(2; 56),-0.123659
81,4187,695,0.0596886553,(3; 69),0.121700
81,4187,695,0.0596886553,(1; 76),-0.121621
81,4187,695,0.0596886553,(6; 23),-0.121564
81,4187,695,0.0596886553,(1; 82),-0.121083
81,4187,695,0.0596886553,(2; 60),0.121064
81,4187,695,0.0596886553,(1; 53),0.118165
81,4187,695,0.0596886553,(0; 64),-0.117524
81,4187,695,0.0596886553,(2; 65),0.117413
81,4187,695,0.0596886553,(3; 50),-0.117372
81,4187,695,0.0596886553,(4; 45),0.116395
81,4187,695,0.0596886553,(4; 47),-0.115871
81,4187,695,0.0596886553,(3; 56),-0.114647
81,4187,695,0.0596886553,(1; 74),0.113376
81,4187,695,0.0596886553,(1; 70),-0.112986
81,4187,695,0.0596886553,(2; 54),-0.109633
81,4187,695,0.0596886553,(0; 49),0.108899
81,4187,695,0.0596886553,(4; 51),-0.108099
81,4187,695,0.0596886553,(6; 22),0.107226
81,4187,695,0.0596886553,(3; 44),0.105694
81,4187,695,0.0596886553,(2; 42),0.105169
81,4187,695,0.0596886553,(6; 31),-0.105095
81,4187,695,0.0596886553,(1; 73),-0.104489
81,4187,695,0.0596886553,(3; 88),0.104291
81,4187,695,0.0596886553,(4; 42),-0.102277
81,4187,695,0.0596886553,(0; 45),0.101555
81,4187,695,0.0596886553,(3; 55),-0.101496
81,4187,695,0.0596886553,(4; 59),-0.101060
81,4187,695,0.0596886553,(6; 29),-0.099550
81,4187,695,0.0596886553,(2; 69),0.099240
81,4187,695,0.0596886553,(2; 89),0.097994
81,4187,695,0.0596886553,(3; 79),-0.097417
81,4187,695,0.0596886553,(2; 50),-0.096495
81,4187,695,0.0596886553,(5; 85),0.096415
81,4187,695,0.0596886553,(2; 44),0.096408
81,4187,695,0.0596886553,(1; 48),-0.095499
81,4187,695,0.0596886553,(4; 48),-0.095481
81,4187,695,0.0596886553,(4; 90),0.094982
81,4187,695,0.0596886553,(5; 89),-0.094217
82,4279,700,0.1814909259,(2; 55),-0.447806
82,4279,700,0.1814909259,(7; 8),0.429365
82,4279,700,0.1814909259,(2; 88),-0.428461
82,4279,700,0.1814909259,(5; 17),-0.401804
82,4279,700,0.1814909259,(2; 89),-0.381943
82,4279,700,0.1814909259,(2; 86),0.359924
82,4279,700,0.1814909259,(2; 90),-0.302193
82,4279,700,0.1814909259,(2; 52),-0.299813
82,4279,700,0.1814909259,(2; 81),-0.292094
82,4279,700,0.1814909259,(2; 45),0.279788
82,4279,700,0.1814909259,(2; 91),0.271785
82,4279,700,0.1814909259,(2; 63),0.264680
82,4279,700,0.1814909259,(2; 58),0.262773
82,4279,700,0.1814909259,(2; 59),0.262322
82,4279,700,0.1814909259,(6; 11),-0.251048
82,4279,700,0.1814909259,(2; 56),-0.247054
82,4279,700,0.1814909259,(2; 75),-0.246046
82,4279,700,0.1814909259,(4; 28),-0.230709
82,4279,700,0.1814909259,(2; 79),-0.224700
82,4279,700,0.1814909259,(2; 78),0.221877
82,4279,700,0.1814909259,(2; 64),0.217596
82,4279,700,0.1814909259,(2; 48),0.208215
82,4279,700,0.1814909259,(2; 76),-0.195042
82,4279,700,0.1814909259,(2; 69),-0.194849
82,4279,700,0.1814909259,(2; 46),0.190387
82,4279,700,0.1814909259,(4; 29),-0.186531
82,4279,700,0.1814909259,(7; 15),0.185712
82,4279,700,0.1814909259,(2; 74),0.185364
82,4279,700,0.1814909259,(2; 54),0.180701
82,4279,700,0.1814909259,(6; 28),0.172833
82,4279,700,0.1814909259,(2; 80),0.172223
82,4279,700,0.1814909259,(6; 23),-0.166380
82,4279,700,0.1814909259,(1; 55),-0.157259
82,4279,700,0.1814909259,(1; 88),-0.155022
82,4279,700,0.1814909259,(2; 68),-0.152002
82,4279,700,0.1814909259,(1; 89),-0.149551
82,4279,700,0.1814909259,(1; 86),0.147987
82,4279,700,0.1814909259,(2; 49),-0.144034
82,4279,700,0.1814909259,(5; 18),-0.135747
82,4279,700,0.1814909259,(2; 39),-0.123517
82,4279,700,0.1814909259,(2; 38),-0.120634
82,4279,700,0.1814909259,(7; 50),-0.118617
82,4279,700,0.1814909259,(1; 90),-0.118092
82,4279,700,0.1814909259,(7; 49),-0.117946
82,4279,700,0.1814909259,(2; 44),-0.116299
82,4279,700,0.1814909259,(2; 40),0.114965
82,4279,700,0.1814909259,(2; 84),0.112589
82,4279,700,0.1814909259,(2; 60),0.112242
82,4279,700,0.1814909259,(1; 81),-0.107153
82,4279,700,0.1814909259,(9; 10),-0.106618
82,4279,700,0.1814909259,(1; 52),-0.106114
82,4279,700,0.1814909259,(7; 13),-0.103119
82,4279,700,0.1814909259,(2; 41),0.099604
82,4279,700,0.1814909259,(2; 53),-0.096802
82,4279,700,0.1814909259,(1; 78),0.093642
82,4279,700,0.1814909259,(1; 58),0.092377
82,4279,700,0.1814909259,(1; 63),0.091813
82,4279,700,0.1814909259,(1; 59),0.091720
82,4279,700,0.1814909259,(4; 50),0.091387
82,4279,700,0.1814909259,(10; 17),0.090650
82,4279,700,0.1814909259,(2; 67),-0.087905
82,4279,700,0.1814909259,(1; 75),-0.087282
82,4279,700,0.1814909259,(6; 37),0.086913
82,4279,700,0.1814909259,(1; 80),0.085725
82,4279,700,0.1814909259,(1; 64),0.085431
82,4279,700,0.1814909259,(4; 38),-0.083421
82,4279,700,0.1814909259,(2; 50),-0.083376
82,4279,700,0.1814909259,(7; 52),0.082997
82,4279,700,0.1814909259,(2; 82),-0.082200
82,4279,700,0.1814909259,(1; 91),0.081395
82,4279,700,0.1814909259,(0; 55),-0.081158
82,4279,700,0.1814909259,(1; 45),0.081001
82,4279,700,0.1814909259,(4; 39),-0.080753
82,4279,700,0.1814909259,(1; 79),-0.079281
82,4279,700,0.1814909259,(5; 91),0.078433
82,4279,700,0.1814909259,(4; 42),-0.078019
82,4279,700,0.1814909259,(1; 56),-0.077368
82,4279,700,0.1814909259,(2; 42),0.076499
82,4279,700,0.1814909259,(1; 74),0.075658
82,4279,700,0.1814909259,(2; 70),0.075462
82,4279,700,0.1814909259,(9; 16),-0.074531
82,4279,700,0.1814909259,(6; 30),0.074349
82,4279,700,0.1814909259,(2; 85),0.073460
82,4279,700,0.1814909259,(0; 88),-0.073303
82,4279,700,0.1814909259,(6; 21),0.072992
82,4279,700,0.1814909259,(2; 62),0.072036
82,4279,700,0.1814909259,(6; 44),-0.071048
82,4279,700,0.1814909259,(1; 76),-0.070153
82,4279,700,0.1814909259,(8; 34),0.068879
82,4279,700,0.1814909259,(7; 37),-0.068857
82,4279,700,0.1814909259,(0; 52),-0.068352
82,4279,700,0.1814909259,(8; 37),-0.067504
