n   | Best Alpha     | S1 (Mass)      | S2 (Hits)      | Ratio S2/S1    | S2 < S1?
66  | 0.530          | 1844901869.1874 | 2333834507.3990 | 1.2650         | False
67  | 0.610          | 6216672358.6062 | 5139212351.3815 | 0.8267         | True
68  | 0.760          | 38608971651.3611 | 21014084323.4240 | 0.5443         | True
69  | 0.530          | 1183853956.3502 | 1283697042.0885 | 1.0843         | False
70  | 0.130          | 32825.3886     | 48286.1462     | 1.4710         | False
71  | 0.360          | 25459875.7055  | 29596441.3499  | 1.1625         | False
72  | 0.540          | 1189609824.5487 | 1443135479.1530 | 1.2131         | False
73  | 0.390          | 68908872.3686  | 86791066.0495  | 1.2595         | False
74  | 0.570          | 5430799517.1940 | 4722412785.2546 | 0.8696         | True
75  | 0.980          | 2064929239254.2222 | 500780704688.3568 | 0.2425         | True
76  | 0.490          | 631801149.9289 | 627138227.3905 | 0.9926         | True
77  | 0.330          | 20878445.7359  | 29064182.7511  | 1.3921         | False
78  | 0.110          | 18772.9684     | 29479.0997     | 1.5703         | False
79  | 0.370          | 48471508.8305  | 58242096.4884  | 1.2016         | False
80  | 0.380          | 94475417.7996  | 96817825.2803  | 1.0248         | False
81  | 0.530          | 3145592691.5788 | 1903954550.3234 | 0.6053         | True
82  | 0.770          | 377221263816.9394 | 384034202941.0219 | 1.0181         | False
83  | 0.730          | 69603028319.4358 | 40088275140.5831 | 0.5760         | True
84  | 0.430          | 251911222.5847 | 343201293.9858 | 1.3624         | False
85  | 0.130          | 45988.7020     | 74598.4111     | 1.6221         | False
86  | 0.650          | 46151388394.7270 | 21104707040.0374 | 0.4573         | True
87  | 0.460          | 657513663.8084 | 710315892.4722 | 1.0803         | False
88  | 0.780          | 196960981890.4162 | 170400656550.0090 | 0.8651         | True
89  | 0.380          | 190303951.3127 | 244916242.8961 | 1.2870         | False
90  | 0.460          | 698176546.1026 | 849934148.6468 | 1.2174         | False
91  | 0.550          | 3199273523.1696 | 3391303556.4129 | 1.0600         | False
92  | 0.310          | 27140999.5796  | 29746227.1337  | 1.0960         | False
93  | 0.590          | 7485518238.2997 | 7574120514.8531 | 1.0118         | False
94  | 0.420          | 315489017.8654 | 316328860.0280 | 1.0027         | False
95  | 0.460          | 1212166912.5431 | 1149801761.1582 | 0.9486         | True
96  | 0.320          | 33576906.3499  | 37876262.7983  | 1.1280         | False
97  | 0.530          | 2718553577.8913 | 2529239482.6788 | 0.9304         | True
98  | 0.630          | 33126937493.2682 | 38901391898.8173 | 1.1743         | False
99  | 0.490          | 2079531475.9805 | 2117475347.5309 | 1.0182         | False
100 | 0.110          | 35399.4666     | 52095.6543     | 1.4717         | False
101 | 0.540          | 9812397211.8153 | 12364699295.3657 | 1.2601         | False
102 | 0.460          | 1628256715.1602 | 1857177551.0893 | 1.1406         | False
