n   | Best Alpha     | S1 (Mass)      | S2 (Hits)      | Ratio S2/S1    | S2 < S1?
73  | 0.320          | 1454.7973      | 2365.4458      | 1.6260         | False
74  | 0.340          | 1634.1578      | 2638.2154      | 1.6144         | False
75  | 0.370          | 1955.6575      | 2969.8603      | 1.5186         | False
76  | 0.320          | 1528.2012      | 2410.7648      | 1.5775         | False
77  | 0.280          | 1266.5677      | 2220.8450      | 1.7534         | False
78  | 0.280          | 1285.6947      | 2226.2557      | 1.7316         | False
79  | 0.300          | 1477.9536      | 2455.6396      | 1.6615         | False
80  | 0.280          | 1330.1494      | 2268.7861      | 1.7057         | False
81  | 0.310          | 1611.1019      | 2600.1565      | 1.6139         | False
82  | 0.310          | 1637.2194      | 2789.5587      | 1.7038         | False
83  | 0.300          | 1560.3541      | 2722.1116      | 1.7445         | False
84  | 0.280          | 1423.7399      | 2439.0923      | 1.7132         | False
85  | 0.280          | 1440.5376      | 2544.5323      | 1.7664         | False
86  | 0.350          | 2167.0851      | 3469.3099      | 1.6009         | False
87  | 0.290          | 1562.9869      | 2654.0341      | 1.6981         | False
88  | 0.350          | 2268.0314      | 3498.6734      | 1.5426         | False
89  | 0.300          | 1720.1668      | 2914.1473      | 1.6941         | False
90  | 0.270          | 1475.3741      | 2619.5599      | 1.7755         | False
91  | 0.310          | 1872.5120      | 3068.5147      | 1.6387         | False
92  | 0.300          | 1794.1819      | 2930.2097      | 1.6332         | False
93  | 0.330          | 2191.9431      | 3532.3828      | 1.6115         | False
94  | 0.300          | 1842.1607      | 3091.9096      | 1.6784         | False
95  | 0.320          | 2122.0509      | 3507.5944      | 1.6529         | False
96  | 0.310          | 2027.7871      | 3354.3916      | 1.6542         | False
97  | 0.290          | 1812.0996      | 3109.6208      | 1.7160         | False
98  | 0.320          | 2220.3058      | 3740.0720      | 1.6845         | False
99  | 0.290          | 1891.3481      | 3173.5075      | 1.6779         | False
100 | 0.290          | 1921.1612      | 3231.2284      | 1.6819         | False
101 | 0.300          | 2060.9739      | 3562.1326      | 1.7284         | False
102 | 0.260          | 1660.4837      | 3066.1364      | 1.8465         | False
